"","%IncMSE","IncNodePurity"
"chest_ct_or_cat_scan_yes",0.753369889388257,0.0036942676967967
"clnscpy_sgmscpy_colonoscopy",1.03071153898583,0.00191927343894218
"col_past_10_yrs_50_75_yes",0.682793025608228,0.000186235417413992
"col_past_10_yrs_50_75_ia_yes",1.00071505193263,0.00678169311293942
"coronary_heart_disease_no",-1.41046130325081,0.00138325726958494
"current_asthma_2_no",2.24559694150624,0.0769690203658236
"current_e_cig_user_yes",2.72044822035777,0.0873806052294732
"current_smoker_yes",-0.0199421193487303,0.0362073670860211
"deaf_no",1.35538271025566,0.00108920978254641
"dentist_visit_past_year_yes",1.63800038815693,0.0160073390683513
"depressive_disorder_yes",2.18490238306104,0.0629124649065086
"diabetes_yes",0,3.01346249541114e-18
"diabetes_status_yes",1.00071505193263,0.00558313425305659
"difficulty_concentrating_yes",1.00041089514307,0.0233856192942973
"difficulty_doing_errands_alo_no",-0.169972854665109,0.00592134768558412
"difficulty_dressing_no",1.00071505193263,0.000372955988198105
"difficulty_walking_yes",0.938680755328143,0.0279881346049711
"disability_status_yes",1.02258684356636,0.0253737907176755
"dr_rx_pain_talk_yes",2.18041067669541,0.032969552020411
"ever_had_blood_stool_test_yes",-0.701182190197079,0.000421527653148731
"ever_had_hiv_test_yes",2.00842426541789,0.073769873488796
"ever_had_sgmscpy_clnscpy_yes",1.00071505193263,7.91417416420856e-06
"ever_smoked_yes",2.3221647687832,0.013898670753697
"ever_told_high_bp_yes",1.0544767804054,0.0115905105994985
"fobt_past_yr_no",1.35836887702213,0.00862069760287486
"fobt_past_yr_ia_no",1.03349715019728,0.00297432096401174
"fair_or_poor_health_fair_or_poor_health",0.438781906641717,0.0146574726549085
"fair_or_poor_health_good_or_better_health",-1.41540480158954,0.000267374378310507
"flu_shot_in_past_year_yes",1.95067342982485,0.00291117794559946
"flu_shot_18_64_yes",1.00071505193262,0.000762032299984331
"flu_shot_65_yes",0.590630246446577,0.0325039983811025
"flu_vaccine_location_doctors_office_hmo",1.49004585496504,0.0104356771783974
"flu_vaccine_location_store",1.45941644856746,0.015400537951133
"frequency_of_smoking_every_day",1.60727218690419,0.0111097343549415
"frequency_of_smoking_not_at_all",-0.816159052532396,0.00293765274854644
"general_health_excellent",0.890987999532124,0.00255405031769551
"general_health_fair",2.31100732055631,0.030764216055364
"general_health_good",2.48997230799953,0.0253708342762508
"general_health_very_good",0.961890000296789,0.0111004930155986
"hiv_risk_behavior_no",0.385223490501711,0.0270057412010876
