dashboard,feature,feature_match_score,feature_match_method,question,worksheet,Demographic Category-value,Demographic Category-alias,Demographic Group-value,Demographic Group-alias,Note1-alias,ATTR(Long Description)-alias,Measure Names-value,Measure Names-alias,Measure Values-alias
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,SCOL,Some College,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,26.5%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,HS,High School Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,27.5%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,41.8%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,COL,College Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,319"
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,SCOL,Some College,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,173"
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,HS,High School Graduate,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,294"
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,612
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),32.5%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),35.6%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),36.4%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),23.8%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),26.6%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),28.2%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,27.9%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,30.9%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,32.1%
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,021"
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,116"
Data Table Builder 2002-2010,"Pneumonia Shot, 65+",0.664,feature_name_fuzzy,"Never Had Pneumonia Shot, Age 65+",Data Table 2002-2010,Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents ages 65 years and older except those with missing, ""don't know"", or ""refused"" answers.",Percentage of adults 65 years and older who never had a pneumonia shot.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,397"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Total,Total,Total,Total,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),30.3%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Total,Total,Total,Total,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),27.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Total,Total,Total,Total,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,29.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Total,Total,Total,Total,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"6,088"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),29.9%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),31.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),25.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),28.4%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,27.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,30.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"2,397"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"3,691"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),35.2%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),31.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),23.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),31.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),23.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),18.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,33.4%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,27.2%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,21.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"3,780"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,550
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,465"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),64.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),35.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),20.6%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),23.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),57.3%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),30.3%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),16.6%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),17.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,61.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,32.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,18.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,20.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,029"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,901"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010 (mobile),Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,959"
