dashboard,feature,feature_match_score,feature_match_method,question,worksheet,Demographic Category-value,Demographic Category-alias,Demographic Group-value,Demographic Group-alias,Note1-alias,ATTR(Long Description)-alias,Measure Names-value,Measure Names-alias,Measure Values-alias
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Total,Total,Total,Total,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"13,853"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),65.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),57.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),59.9%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),53.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,62.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,55.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Male,Male,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"4,997"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Sex,Sex,Female,Female,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"8,856"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),56.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),66.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),69.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),51.6%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),56.3%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),63.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,53.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,61.6%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,66.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,White,Non-Hispanic White,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"8,511"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Black,Non Hispanic Black,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,025"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Race/Ethnicity,Race/Ethnicity,Hispanic,Hispanic,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"3,708"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),34.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),58.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),67.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),80.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),29.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),53.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),61.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),71.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,31.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,56.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,64.1%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,75.8%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,65+,65+,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"4,542"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,45-64,45-64,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"5,517"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,30-44,30-44,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"2,769"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Age Group,Age Group,18-29,18-29,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,896
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,COL,College Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),53.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,SCOL,Some College,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),61.0%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,HS,High School Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),68.9%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),75.9%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,COL,College Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),48.2%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,SCOL,Some College,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),54.6%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,HS,High School Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),62.3%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),68.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,COL,College Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,50.9%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,SCOL,Some College,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,57.9%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,HS,High School Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,65.7%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Percent (copy)_529735946287837186:qk],Percentage,72.4%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,COL,College Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"5,003"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,SCOL,Some College,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"3,577"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,HS,High School Graduate,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"3,378"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Education,Education,<HS,Less Than High School,"The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:Sample Size (copy)_529735946285486081:qk],Sample Size*,"1,852"
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),55.5%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),65.4%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Income Level,Income Level,<25K,"Less Than $25,000","The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:UCI (copy)_529735946288271364:qk],95% CI (Upper),69.6%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Income Level,Income Level,50K+,"$50,000 or More","The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),50.4%
Data Table Builder 2002-2010,Flu Shot in Past Year,0.499,feature_name_fuzzy,"No Flu Shot in the Past 12 Months, Age 18+",Data Table 2002-2010,Income Level,Income Level,25-50K,"$25,000-$49,999","The sample size includes all survey respondents except those with  missing, ""don't know"", or ""refused"" answers.",Percentage of adults 18 years and older who did not have a flu vaccine (shot or spray) within the past 12 months.,[federated.1vgb48v110x54q1gh5bp80qi14v1].[sum:LCI (copy)_529735946288033795:qk],95% CI (Lower),58.0%
