mtry,cutoff,precision,precision_std,recall,recall_std,accuracy,accuracy_std
5,0.2,0.9013818860877684,0.06750749497919088,0.8694852941176471,0.09984925320708748,0.885798319327731,0.05438279946733253
5,0.30000000000000004,0.8847299621603028,0.06838311219287153,0.9051470588235294,0.06357920615731218,0.8917647058823529,0.03914519474778572
5,0.4,0.8853147574819401,0.0684476047934661,0.911029411764706,0.06970874349496117,0.8947058823529411,0.04182786650549913
5,0.5,0.8853147574819401,0.0684476047934661,0.911029411764706,0.06970874349496117,0.8947058823529411,0.04182786650549913
10,0.2,0.9493359010270777,0.05086931700420271,0.8694852941176471,0.08753895299260729,0.912016806722689,0.05565996199612887
10,0.30000000000000004,0.9347549019607844,0.05171952515520464,0.899264705882353,0.06845654489545505,0.9179831932773108,0.04564399770266735
10,0.4,0.890829463364293,0.07037682603813362,0.911029411764706,0.06970874349496117,0.8976470588235294,0.04189674723757542
10,0.5,0.8853147574819401,0.0684476047934661,0.9231617647058824,0.06220977405586286,0.9005882352941176,0.04815165973146453
15,0.2,0.9741071428571428,0.0446329354053987,0.8816176470588235,0.07846583189081456,0.9294957983193276,0.05232092607597528
15,0.30000000000000004,0.9572140522875816,0.040656041628057533,0.899264705882353,0.06845654489545505,0.9296638655462184,0.04220136869181719
15,0.4,0.9369883040935671,0.05495657703123305,0.9290441176470589,0.06068466095925808,0.9327731092436976,0.04577239948730952
15,0.5,0.8930202344095532,0.06898640616712173,0.9408088235294118,0.06793351009289118,0.9122689075630253,0.04587889843792865
20,0.2,0.9861904761904762,0.029134660119126,0.8698529411764706,0.08672800265009861,0.9294957983193276,0.05045042665032748
20,0.30000000000000004,0.9686519607843136,0.04321647539748628,0.899264705882353,0.06845654489545505,0.9353781512605042,0.04769716775497585
20,0.4,0.9596125730994152,0.03750626525387212,0.9466911764705882,0.05854842738034929,0.953109243697479,0.03462030763569441
20,0.5,0.9339099587203302,0.04757210219823141,0.9584558823529412,0.05594600992500055,0.9443697478991596,0.03243208818409215
25,0.2,0.9928571428571428,0.02258769757263127,0.8522058823529411,0.0927785921776917,0.9236974789915966,0.05044163875250887
25,0.30000000000000004,0.9765570175438596,0.0393492800866345,0.9231617647058824,0.07859300899604668,0.95,0.04395394464992137
25,0.4,0.9651681286549708,0.03909093323278719,0.9466911764705882,0.05854842738034929,0.9559663865546218,0.03736992836218433
25,0.5,0.9447630718954249,0.04104355677266547,0.9643382352941176,0.04981131497152648,0.953109243697479,0.02493720978873396
30,0.2,0.9928571428571428,0.02258769757263127,0.8455882352941176,0.10217972345919528,0.920672268907563,0.05387509365345754
30,0.30000000000000004,0.9881944444444444,0.02494206249453885,0.9290441176470589,0.07225301464797769,0.9588235294117649,0.03720326659021623
30,0.4,0.9717857757137944,0.03883409906940644,0.9584558823529412,0.04859033856167161,0.9647058823529412,0.03037633997025425
30,0.5,0.955874183006536,0.04717417782087467,0.9643382352941176,0.04981131497152648,0.95890756302521,0.03165253712080045
35,0.2,0.9928571428571428,0.02258769757263127,0.863970588235294,0.09205054881477416,0.9294957983193276,0.05045042665032748
35,0.30000000000000004,0.9941176470588236,0.01860163329510811,0.9349264705882352,0.06470889958800137,0.9647058823529412,0.03339095365867922
35,0.4,0.9776681286549708,0.03813117328577664,0.9584558823529412,0.04859033856167161,0.9676470588235294,0.02924790958858098
35,0.5,0.9453478672170622,0.0479713814729621,0.9643382352941176,0.04981131497152648,0.9531932773109244,0.02840079215337404
40,0.2,0.9928571428571428,0.02258769757263127,0.8761029411764706,0.09757934423719428,0.9353781512605042,0.05340150822391722
40,0.30000000000000004,0.9944444444444444,0.01756820922315766,0.9525735294117648,0.05415640706670331,0.973529411764706,0.02575279516973274
40,0.4,0.967312091503268,0.0497414244386082,0.9584558823529412,0.04859033856167161,0.961764705882353,0.03115735016092296
40,0.5,0.955874183006536,0.04717417782087467,0.9643382352941176,0.04981131497152648,0.95890756302521,0.03165253712080045
45,0.2,0.9928571428571428,0.02258769757263127,0.8636029411764705,0.0968439702075029,0.9294957983193276,0.05232092607597528
45,0.30000000000000004,0.9941176470588236,0.01860163329510811,0.9408088235294118,0.05547153994220974,0.9676470588235294,0.02924790958858098
45,0.4,0.967312091503268,0.0497414244386082,0.9584558823529412,0.04859033856167161,0.961764705882353,0.03115735016092296
45,0.5,0.955874183006536,0.04717417782087467,0.9643382352941176,0.04981131497152648,0.95890756302521,0.03165253712080045
50,0.2,0.9928571428571428,0.02258769757263127,0.8577205882352941,0.09736363431785865,0.9265546218487396,0.05241793808004674
50,0.30000000000000004,0.9941176470588236,0.01860163329510811,0.9466911764705882,0.05156533063717954,0.9705882352941176,0.0277296776935901
50,0.4,0.967312091503268,0.0497414244386082,0.9584558823529412,0.04859033856167161,0.961764705882353,0.03115735016092296
50,0.5,0.955874183006536,0.04717417782087467,0.970220588235294,0.04189850438091961,0.9618487394957984,0.0311849130741605
