"","ntree","mtry","nodesize","maxnodes","RMSE","MAE","R2"
"385",700,50,5,20,0.287298225845019,0.152349724055292,0.0841294000322994
"386",300,60,5,20,0.290072901340275,0.153905015386484,0.0591479784097404
"387",400,60,5,20,0.28773830317247,0.151781689809622,0.0792142150311144
"388",500,60,5,20,0.28664996062032,0.15112325575643,0.0913490458490994
"389",600,60,5,20,0.287374739110348,0.151771967554637,0.082663533326962
"390",700,60,5,20,0.286434144095045,0.151051133370039,0.0877475791217997
"391",300,10,10,20,0.286609811645357,0.149712668742786,0.09032204204992
"392",400,10,10,20,0.284144984328426,0.149463635457179,0.110303325828236
"393",500,10,10,20,0.286725451740652,0.150040161622995,0.0935389739080246
"394",600,10,10,20,0.286227632656227,0.149337998636904,0.0948098791177554
"395",700,10,10,20,0.287076649750575,0.150384753345579,0.0882402906591503
"396",300,20,10,20,0.286701707241428,0.151874748986043,0.0942275179550253
"397",400,20,10,20,0.284795681241794,0.151228860556927,0.103672640457546
"398",500,20,10,20,0.284957500738663,0.151242250437166,0.10064354480787
"399",600,20,10,20,0.285226957639121,0.150282293206833,0.101411031106085
"400",700,20,10,20,0.284722946532862,0.150491860905504,0.104070802194322
"401",300,30,10,20,0.284801249057877,0.152306280870961,0.106084442929263
"402",400,30,10,20,0.285592885136982,0.151626659529677,0.0956771834909418
"403",500,30,10,20,0.284800355004008,0.150977011966613,0.099680555270936
"404",600,30,10,20,0.285805830841579,0.152742742480033,0.09461728686234
"405",700,30,10,20,0.286504400364644,0.152240763777492,0.0917030578552731
"406",300,40,10,20,0.28387997696281,0.150894298671173,0.110712866525588
"407",400,40,10,20,0.284667444314832,0.151584827007572,0.107782018307959
"408",500,40,10,20,0.285684031208434,0.151624364457652,0.0950290792431558
"409",600,40,10,20,0.285300604666332,0.151862590996022,0.100376198391024
"410",700,40,10,20,0.284253820570192,0.151586289278334,0.106954143080074
"411",300,50,10,20,0.286550113568884,0.151712618256167,0.090409098018865
"412",400,50,10,20,0.290321098546221,0.154822495268377,0.0668952624475735
"413",500,50,10,20,0.288441280781444,0.153329253902643,0.0781754623128114
"414",600,50,10,20,0.285666383407478,0.152768576678635,0.0977760458251183
"415",700,50,10,20,0.285858495010605,0.152970222139251,0.0919788640809504
"416",300,60,10,20,0.291255377908582,0.154126115186878,0.059887716228545
"417",400,60,10,20,0.287474188729292,0.152708219215937,0.079484910847552
"418",500,60,10,20,0.288219982447409,0.153143904048614,0.0778835476810807
"419",600,60,10,20,0.288065110873076,0.152988543084141,0.0832001386042908
"420",700,60,10,20,0.287252239384899,0.152501962881612,0.0862894455947799
"421",300,10,15,20,0.287730373730579,0.150939567159032,0.0862384834920943
"422",400,10,15,20,0.285819026596018,0.14908352530319,0.0941629511469946
"423",500,10,15,20,0.287024050851611,0.150290941850568,0.0898941361447376
"424",600,10,15,20,0.289378402222844,0.150601339096734,0.0758744542110194
"425",700,10,15,20,0.286551153066947,0.150295735066253,0.0932944988213577
"426",300,20,15,20,0.286448516585919,0.151054678924781,0.097126286841518
"427",400,20,15,20,0.284892081058272,0.150875183367136,0.107561023103088
"428",500,20,15,20,0.286541168581153,0.150741042831675,0.0961499135826953
"429",600,20,15,20,0.285587692689488,0.151505012969216,0.101302923377015
"430",700,20,15,20,0.285902592232126,0.150767821694334,0.100714939901436
"431",300,30,15,20,0.284627137473788,0.150115463240158,0.115502152218531
"432",400,30,15,20,0.286758076606812,0.151574370601322,0.0940720441377521
"433",500,30,15,20,0.285364659150655,0.151125959310612,0.105687947430012
"434",600,30,15,20,0.285065128135412,0.151927589523417,0.101904045307151
"435",700,30,15,20,0.287025933086604,0.152406009415544,0.0915126304814356
"436",300,40,15,20,0.289123928490303,0.153033306137336,0.074700768629959
"437",400,40,15,20,0.287980468835115,0.152746686272631,0.0835404254194773
"438",500,40,15,20,0.28495853681506,0.151038276432787,0.10585802025875
"439",600,40,15,20,0.28594110300406,0.151977002622143,0.101685045777474
"440",700,40,15,20,0.286872385384668,0.150933343703481,0.0906043612704165
"441",300,50,15,20,0.291983390973634,0.154003299664509,0.0618265351391331
"442",400,50,15,20,0.287985580183839,0.151712978532566,0.0819193591074279
"443",500,50,15,20,0.287348284629055,0.152181362218974,0.0869111640703823
"444",600,50,15,20,0.289781727221426,0.154251067857451,0.0733768770381237
"445",700,50,15,20,0.286332332762136,0.152050544376148,0.0948213765009516
"446",300,60,15,20,0.290190630803961,0.154204158763405,0.0648050492270687
"447",400,60,15,20,0.291249880458708,0.154549433363126,0.0550637838315402
"448",500,60,15,20,0.289604937238113,0.153523405684459,0.074726826917544
"449",600,60,15,20,0.287928633883595,0.152118319986666,0.0881864968341951
"450",700,60,15,20,0.287943530752452,0.152551314720641,0.0835940298992638
"451",300,10,20,20,0.288881488303419,0.150584141409919,0.0832681197771739
"452",400,10,20,20,0.288005801722054,0.150216311610547,0.0892930347419576
"453",500,10,20,20,0.287692978242953,0.15035737585253,0.0872060434741934
"454",600,10,20,20,0.28730275836211,0.151551478278595,0.0912673661637031
"455",700,10,20,20,0.2891386669978,0.151225420458343,0.0827812465980045
"456",300,20,20,20,0.285693415856485,0.149882915858069,0.10754140949279
"457",400,20,20,20,0.286303636990965,0.150602276391,0.102174005337864
"458",500,20,20,20,0.28725848138309,0.151233662857987,0.0953859243267985
"459",600,20,20,20,0.287087362294744,0.151522620994021,0.0921113996496026
"460",700,20,20,20,0.288519455481721,0.152393641013971,0.085164267037497
"461",300,30,20,20,0.288778758407418,0.151155556610089,0.0847067888108145
"462",400,30,20,20,0.28899473348653,0.152105682133872,0.0824677895092856
"463",500,30,20,20,0.286459595474775,0.151396262353239,0.0981808275256482
"464",600,30,20,20,0.285554250724846,0.150677149483468,0.104865583723958
"465",700,30,20,20,0.285718256814097,0.151131177426,0.108400230562399
"466",300,40,20,20,0.288543724670892,0.153214851629929,0.0878934304579018
"467",400,40,20,20,0.287670865804208,0.152780413972682,0.0923382820474828
"468",500,40,20,20,0.288228459869916,0.152180216979491,0.0890034584243582
"469",600,40,20,20,0.286490656715729,0.151355547075362,0.103273817257698
"470",700,40,20,20,0.285283438393016,0.151186603396115,0.104466993193018
"471",300,50,20,20,0.288401181265058,0.15319490929832,0.0821925809645817
"472",400,50,20,20,0.289401294668874,0.151930590535135,0.0757202809616508
"473",500,50,20,20,0.286819990621705,0.151570925765212,0.0963966402771756
"474",600,50,20,20,0.286819724664335,0.151989701334131,0.0945910757226618
"475",700,50,20,20,0.286958933909392,0.152306034024759,0.0937739066266821
"476",300,60,20,20,0.292305579668989,0.153304810436916,0.0626399108430485
"477",400,60,20,20,0.290000932523678,0.151962911432245,0.0759729405940126
"478",500,60,20,20,0.288109118635281,0.152644384002034,0.0911294637704615
"479",600,60,20,20,0.290852221629135,0.153329079442264,0.0713446517629554
"480",700,60,20,20,0.290101828987746,0.153461443107254,0.0732045037132234
