"","ntree","mtry","nodesize","maxnodes","RMSE","MAE","R2"
"269",600,60,5,15,0.284759057417541,0.149411909542726,0.101206663445392
"270",700,60,5,15,0.287278743058264,0.150650738907082,0.0848547729217133
"271",300,10,10,15,0.286300867931579,0.150371023324337,0.0971319384963683
"272",400,10,10,15,0.284112566902201,0.149421905150091,0.106384858642627
"273",500,10,10,15,0.28696949378588,0.150367229847704,0.0945057384702597
"274",600,10,10,15,0.28462273770122,0.148246805152351,0.108324613771187
"275",700,10,10,15,0.285692975634083,0.150154765386288,0.104204393186746
"276",300,20,10,15,0.284437579921439,0.14950419744714,0.112575195700889
"277",400,20,10,15,0.283153951597845,0.150156745315879,0.11695183338933
"278",500,20,10,15,0.283766965306406,0.150189946227215,0.109297082825267
"279",600,20,10,15,0.283862092453013,0.149761142643641,0.115459530433155
"280",700,20,10,15,0.283638732395812,0.149417144141857,0.115113313371694
"281",300,30,10,15,0.286582341299537,0.152012304234673,0.0936810872899737
"282",400,30,10,15,0.285100925856942,0.151087130453354,0.101811546346566
"283",500,30,10,15,0.283361540509332,0.15104797007395,0.114257195323517
"284",600,30,10,15,0.286124862640429,0.150600495610191,0.0935461069592298
"285",700,30,10,15,0.286777282221327,0.151095802327959,0.0881170828658514
"286",300,40,10,15,0.287188137061257,0.15197022697424,0.0872040097878668
"287",400,40,10,15,0.285434003642279,0.152470537634239,0.0971632868059867
"288",500,40,10,15,0.286992048437271,0.153311517853882,0.0828002245468834
"289",600,40,10,15,0.286016159719658,0.152155818327812,0.0934846651401576
"290",700,40,10,15,0.286682240012294,0.152334168914604,0.0883070108526047
"291",300,50,10,15,0.287392984435994,0.152618148320415,0.0821339305283128
"292",400,50,10,15,0.285656349432221,0.151237650095401,0.0921775374975144
"293",500,50,10,15,0.286107304764446,0.152573656457707,0.0940754478843491
"294",600,50,10,15,0.285196055513294,0.151134565889379,0.10169789345564
"295",700,50,10,15,0.288657936805193,0.152774935096906,0.0762965211412812
"296",300,60,10,15,0.289264779258747,0.153870754126994,0.0761660897973037
"297",400,60,10,15,0.287868410968521,0.153460265792053,0.0793269430270868
"298",500,60,10,15,0.283077816031051,0.150770481521296,0.113051664391569
"299",600,60,10,15,0.289309953352983,0.15217439524235,0.0720025548855201
"300",700,60,10,15,0.288473624272715,0.152053423784814,0.077971579706298
"301",300,10,15,15,0.288499480748675,0.14928723614554,0.0801978177860294
"302",400,10,15,15,0.286794481481157,0.149949214834174,0.0951793712824515
"303",500,10,15,15,0.285680229049141,0.150096927664162,0.102335132275224
"304",600,10,15,15,0.287085495828446,0.149874424139721,0.0959250527232665
"305",700,10,15,15,0.287695840768119,0.150007619210436,0.0869334505980215
"306",300,20,15,15,0.284273035469204,0.149404769526925,0.111683703436168
"307",400,20,15,15,0.285879443491178,0.150875869261488,0.0985235757048254
"308",500,20,15,15,0.286346994746364,0.150895752799056,0.0970264179963271
