max_depth,eta,cutoff,precision,precision_std,recall,recall_std,accuracy,accuracy_std
3,0.01,0.2,0.9411695906432749,0.046134383948478894,0.9941176470588236,0.018601633295108114,0.9658730158730159,0.02937580241797104
5,0.01,0.2,0.9523391812865497,0.05795820255781847,0.9941176470588236,0.018601633295108114,0.9715079365079365,0.038096064805844536
7,0.01,0.2,0.9523391812865497,0.05795820255781847,0.9941176470588236,0.018601633295108114,0.9715079365079365,0.038096064805844536
9,0.01,0.2,0.9523391812865497,0.05795820255781847,0.9941176470588236,0.018601633295108114,0.9715079365079365,0.038096064805844536
3,0.05,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
5,0.05,0.2,0.9627777777777777,0.05493792481510745,0.9941176470588236,0.018601633295108114,0.9771428571428571,0.03512207412302054
7,0.05,0.2,0.9627777777777777,0.05493792481510745,0.9941176470588236,0.018601633295108114,0.9771428571428571,0.03512207412302054
9,0.05,0.2,0.9627777777777777,0.05493792481510745,0.9941176470588236,0.018601633295108114,0.9771428571428571,0.03512207412302054
3,0.1,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
5,0.1,0.2,0.9627777777777777,0.05493792481510745,0.9941176470588236,0.018601633295108114,0.9771428571428571,0.03512207412302054
7,0.1,0.2,0.9627777777777777,0.05493792481510745,0.9941176470588236,0.018601633295108114,0.9771428571428571,0.03512207412302054
9,0.1,0.2,0.9627777777777777,0.05493792481510745,0.9941176470588236,0.018601633295108114,0.9771428571428571,0.03512207412302054
3,0.15000000000000002,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
5,0.15000000000000002,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
7,0.15000000000000002,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
9,0.15000000000000002,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
3,0.2,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
5,0.2,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
7,0.2,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
9,0.2,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
3,0.25,0.2,0.9672514619883041,0.045794448364956386,0.9941176470588236,0.018601633295108114,0.98,0.03026714015632516
5,0.25,0.2,0.9572222222222222,0.05354702560009553,0.9941176470588236,0.018601633295108114,0.9742857142857143,0.034206257135367575
