mtry,cutoff,precision,precision_std,recall,recall_std,accuracy,accuracy_std
5,0.2,0.99375,0.019764235376052368,0.9176470588235294,0.08410827682167538,0.9567226890756302,0.04321948218158397
5,0.30000000000000004,0.9774509803921568,0.029125941127316327,0.9588235294117647,0.048427800138150866,0.9684033613445377,0.021059508335965958
5,0.4,0.9488691090471276,0.030831151163193987,0.9647058823529412,0.04960435545362165,0.9568067226890756,0.02777265368708961
5,0.5,0.9298099415204678,0.04767936152919869,0.9705882352941176,0.049990387388164574,0.9482352941176471,0.029405628278086286
10,0.2,1,0,0.9176470588235294,0.07940571267182976,0.9596638655462185,0.03860061874909531
10,0.30000000000000004,0.9830065359477124,0.027376528701437513,0.9529411764705882,0.04640062574980092,0.9683193277310924,0.021047768907402314
10,0.4,0.9777777777777777,0.028688765527462363,0.9705882352941176,0.049990387388164574,0.9742016806722689,0.021096175190739332
10,0.5,0.961001461988304,0.03670210673914007,0.9764705882352941,0.041129758751770655,0.9684033613445377,0.024998175674321315
15,0.2,1,0,0.9176470588235294,0.07940571267182976,0.9596638655462185,0.03860061874909531
15,0.30000000000000004,0.9888888888888889,0.023424278964210232,0.9647058823529412,0.04960435545362165,0.9770588235294118,0.022562673111191048
15,0.4,0.9722222222222222,0.029280348705262787,0.9764705882352941,0.041129758751770655,0.9741176470588235,0.016255189407359923
15,0.5,0.9554459064327485,0.034266940075774396,0.9764705882352941,0.041129758751770655,0.9654621848739495,0.02246997995582935
20,0.2,0.9944444444444445,0.01756820922315767,0.9235294117647058,0.08341979367130452,0.9597478991596639,0.03862794863817971
20,0.30000000000000004,0.9944444444444445,0.01756820922315767,0.9647058823529412,0.04960435545362165,0.9799159663865546,0.023557572850304423
20,0.4,0.9724802201582388,0.038209941555702474,0.9705882352941176,0.041594516540385165,0.9712605042016806,0.0233311642977172
20,0.5,0.955813553491572,0.03407217541474685,0.9764705882352941,0.041129758751770655,0.9654621848739495,0.017985941830323
25,0.2,1,0,0.9294117647058824,0.08225951750354131,0.9654621848739495,0.040052006615412174
25,0.30000000000000004,0.9888888888888889,0.023424278964210232,0.9647058823529412,0.04960435545362165,0.9770588235294118,0.022562673111191048
25,0.4,0.9724802201582388,0.038209941555702474,0.9705882352941176,0.041594516540385165,0.9712605042016806,0.0233311642977172
25,0.5,0.9445927932576539,0.03523447783517388,0.9764705882352941,0.041129758751770655,0.9597478991596639,0.02396374505330525
30,0.2,0.9944444444444445,0.01756820922315767,0.9235294117647058,0.08341979367130452,0.9597478991596639,0.03862794863817971
30,0.30000000000000004,0.9894736842105263,0.0332871332649303,0.9529411764705882,0.06075267994050851,0.9713445378151261,0.03011810244587028
30,0.4,0.9724802201582388,0.038209941555702474,0.9705882352941176,0.041594516540385165,0.9712605042016806,0.0233311642977172
30,0.5,0.9495635534915721,0.040295267064313134,0.9705882352941176,0.041594516540385165,0.9598319327731092,0.030645845134248506
35,0.2,1,0,0.9294117647058824,0.08225951750354131,0.9654621848739495,0.040052006615412174
35,0.30000000000000004,0.9894736842105263,0.0332871332649303,0.9529411764705882,0.06075267994050851,0.9713445378151261,0.03011810244587028
35,0.4,0.9724802201582388,0.038209941555702474,0.9705882352941176,0.041594516540385165,0.9712605042016806,0.0233311642977172
35,0.5,0.9440079979360165,0.03618947836010581,0.9705882352941176,0.041594516540385165,0.956890756302521,0.027624927641532387
40,0.2,0.9944444444444445,0.01756820922315767,0.9235294117647058,0.08341979367130452,0.9596638655462185,0.038740619875900224
40,0.30000000000000004,0.9894736842105263,0.0332871332649303,0.9529411764705882,0.06075267994050851,0.9713445378151261,0.03011810244587028
40,0.4,0.9665978672170623,0.03803005010159524,0.9705882352941176,0.041594516540385165,0.9684033613445377,0.02499817567432131
40,0.5,0.9440079979360165,0.03618947836010581,0.9705882352941176,0.041594516540385165,0.956890756302521,0.027624927641532387
45,0.2,0.9944444444444445,0.01756820922315767,0.9235294117647058,0.08341979367130452,0.9596638655462185,0.038740619875900224
45,0.30000000000000004,0.9835913312693498,0.036282986412836775,0.9529411764705882,0.07231015260621874,0.9684873949579832,0.0367561014340796
45,0.4,0.9665978672170623,0.03803005010159524,0.9705882352941176,0.041594516540385165,0.9684033613445377,0.02499817567432131
45,0.5,0.9440079979360165,0.03618947836010581,0.9705882352941176,0.041594516540385165,0.956890756302521,0.027624927641532387
50,0.2,0.9944444444444445,0.01756820922315767,0.9235294117647058,0.08341979367130452,0.9596638655462185,0.038740619875900224
50,0.30000000000000004,0.9894736842105263,0.0332871332649303,0.9529411764705882,0.06075267994050851,0.9713445378151261,0.03011810244587028
50,0.4,0.9665978672170623,0.03803005010159524,0.9705882352941176,0.041594516540385165,0.9684033613445377,0.02499817567432131
50,0.5,0.9502579979360165,0.040123739653154404,0.9705882352941176,0.041594516540385165,0.9597478991596639,0.02396374505330525
