max_depth,eta,cutoff,precision,precision_std,recall,recall_std,accuracy,accuracy_std
3,0.01,0.2,0.9137220502235982,0.04048101190114443,0.9882352941176471,0.03720326659021623,0.9473949579831933,0.033169808152905156
5,0.01,0.2,0.9046732026143791,0.04362117433273478,0.9941176470588236,0.018601633295108114,0.9444537815126051,0.029033042540879784
7,0.01,0.2,0.9046732026143791,0.04362117433273478,0.9941176470588236,0.018601633295108114,0.9444537815126051,0.029033042540879784
9,0.01,0.2,0.9046732026143791,0.04362117433273478,0.9941176470588236,0.018601633295108114,0.9444537815126051,0.029033042540879784
3,0.05,0.2,0.9503186274509804,0.04460136607353333,0.9882352941176471,0.03720326659021623,0.9678151260504202,0.03238669465334147
5,0.05,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
7,0.05,0.2,0.9399019607843138,0.044713942734656426,0.9941176470588236,0.018601633295108114,0.964873949579832,0.027070477856280462
9,0.05,0.2,0.9399019607843138,0.044713942734656426,0.9941176470588236,0.018601633295108114,0.964873949579832,0.027070477856280462
3,0.1,0.2,0.9503186274509804,0.04460136607353333,0.9882352941176471,0.03720326659021623,0.9678151260504202,0.03238669465334147
5,0.1,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
7,0.1,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
9,0.1,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
3,0.15000000000000002,0.2,0.9503186274509804,0.04460136607353333,0.9882352941176471,0.03720326659021623,0.9678151260504202,0.03238669465334147
5,0.15000000000000002,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
7,0.15000000000000002,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
9,0.15000000000000002,0.2,0.9454575163398693,0.04862158672208852,0.9941176470588236,0.018601633295108114,0.9678151260504202,0.029268827006239586
3,0.2,0.2,0.9503186274509804,0.04460136607353333,0.9882352941176471,0.03720326659021623,0.9678151260504202,0.03238669465334147
5,0.2,0.2,0.9352579979360165,0.053737499053541984,0.9941176470588236,0.018601633295108114,0.9620168067226891,0.034019028355688326
7,0.2,0.2,0.9513398692810457,0.05151813345070791,0.9941176470588236,0.018601633295108114,0.9707563025210084,0.031004746759975787
9,0.2,0.2,0.9513398692810457,0.05151813345070791,0.9941176470588236,0.018601633295108114,0.9707563025210084,0.031004746759975787
3,0.25,0.2,0.9512302201582388,0.05091901551643142,0.9882352941176471,0.03720326659021623,0.9678991596638655,0.035084075546361164
5,0.25,0.2,0.9404867561059511,0.04400525809403798,0.9941176470588236,0.018601633295108114,0.9649579831932773,0.02689090219381527
7,0.25,0.2,0.9396972824217407,0.05279502986141454,0.9882352941176471,0.024802177726810825,0.9620168067226891,0.03673592310685446
9,0.25,0.2,0.9396972824217407,0.05279502986141454,0.9882352941176471,0.024802177726810825,0.9620168067226891,0.03673592310685446
3,0.3,0.2,0.9562009803921568,0.04707225614312265,0.9882352941176471,0.03720326659021623,0.9707563025210084,0.03396362875044164
5,0.3,0.2,0.9404867561059511,0.05120872773428687,0.9941176470588236,0.018601633295108114,0.9649579831932773,0.03025482402931698
7,0.3,0.2,0.9449948400412796,0.05036162266684788,0.9882352941176471,0.024802177726810825,0.964873949579832,0.036187180604603096
9,0.3,0.2,0.9449948400412796,0.05036162266684788,0.9882352941176471,0.024802177726810825,0.964873949579832,0.036187180604603096
3,0.35000000000000003,0.2,0.9562009803921568,0.04707225614312265,0.9882352941176471,0.03720326659021623,0.9707563025210084,0.03396362875044164
5,0.35000000000000003,0.2,0.9349312005503956,0.04686410529790999,0.9941176470588236,0.018601633295108114,0.9620168067226891,0.03106542344822502
7,0.35000000000000003,0.2,0.9565686274509804,0.046924091501600776,0.9941176470588236,0.018601633295108114,0.9736974789915966,0.02923127224578023
9,0.35000000000000003,0.2,0.9565686274509804,0.046924091501600776,0.9941176470588236,0.018601633295108114,0.9736974789915966,0.02923127224578023
3,0.4,0.2,0.934673202614379,0.047517645942059275,0.9941176470588236,0.018601633295108114,0.9619327731092437,0.031212200263422574
5,0.4,0.2,0.9338837289301686,0.04911933266165525,0.9882352941176471,0.024802177726810825,0.9589915966386554,0.037263957114394855
7,0.4,0.2,0.9397923116615067,0.04399065499688371,0.9882352941176471,0.03720326659021623,0.9620168067226891,0.03106542344822502
9,0.4,0.2,0.9397923116615067,0.04399065499688371,0.9882352941176471,0.03720326659021623,0.9620168067226891,0.03106542344822502
3,0.01,0.30000000000000004,0.9401599587203302,0.05199607285169556,0.9882352941176471,0.03720326659021623,0.9620168067226891,0.03926527476995826
5,0.01,0.30000000000000004,0.9404867561059511,0.04400525809403798,0.9878676470588236,0.02559192089000836,0.9620168067226891,0.024095497951325567
7,0.01,0.30000000000000004,0.9404867561059511,0.04400525809403798,0.9878676470588236,0.02559192089000836,0.9620168067226891,0.024095497951325567
9,0.01,0.30000000000000004,0.9404867561059511,0.04400525809403798,0.9878676470588236,0.02559192089000836,0.9620168067226891,0.024095497951325567
3,0.05,0.30000000000000004,0.9554115067079463,0.049074917165944185,0.9823529411764705,0.03970285633591488,0.9678151260504202,0.04031872095331855
5,0.05,0.30000000000000004,0.9557791537667698,0.04893940696954938,0.9882352941176471,0.024802177726810825,0.9707563025210084,0.03668462667310959
7,0.05,0.30000000000000004,0.9557791537667698,0.04893940696954938,0.9882352941176471,0.024802177726810825,0.9707563025210084,0.03668462667310959
9,0.05,0.30000000000000004,0.9557791537667698,0.04893940696954938,0.9882352941176471,0.024802177726810825,0.9707563025210084,0.03668462667310959
3,0.1,0.30000000000000004,0.9562009803921568,0.04707225614312265,0.9882352941176471,0.03720326659021623,0.9707563025210084,0.03396362875044164
5,0.1,0.30000000000000004,0.9554115067079463,0.049074917165944185,0.9823529411764705,0.03970285633591488,0.9678151260504202,0.04031872095331855
7,0.1,0.30000000000000004,0.9565686274509804,0.046924091501600776,0.9941176470588236,0.018601633295108114,0.9736974789915966,0.02923127224578023
9,0.1,0.30000000000000004,0.9565686274509804,0.046924091501600776,0.9941176470588236,0.018601633295108114,0.9736974789915966,0.02923127224578023
3,0.15000000000000002,0.30000000000000004,0.9550847093223254,0.04916685795095447,0.9823529411764705,0.03970285633591488,0.9677310924369747,0.04031122791577611
5,0.15000000000000002,0.30000000000000004,0.9621241830065359,0.048588384073496575,0.9941176470588236,0.018601633295108114,0.9765546218487395,0.030359416461177645
7,0.15000000000000002,0.30000000000000004,0.9621241830065359,0.048588384073496575,0.9941176470588236,0.018601633295108114,0.9765546218487395,0.030359416461177645
9,0.15000000000000002,0.30000000000000004,0.9621241830065359,0.048588384073496575,0.9941176470588236,0.018601633295108114,0.9765546218487395,0.030359416461177645
3,0.2,0.30000000000000004,0.9558741830065359,0.04717417782087467,0.9882352941176471,0.03720326659021623,0.970672268907563,0.03396282017099684
5,0.2,0.30000000000000004,0.9513398692810457,0.05151813345070791,0.9941176470588236,0.018601633295108114,0.9707563025210084,0.031004746759975787
7,0.2,0.30000000000000004,0.9621241830065359,0.048588384073496575,0.9941176470588236,0.018601633295108114,0.9765546218487395,0.030359416461177645
9,0.2,0.30000000000000004,0.9621241830065359,0.048588384073496575,0.9941176470588236,0.018601633295108114,0.9765546218487395,0.030359416461177645
3,0.25,0.30000000000000004,0.9562009803921568,0.04707225614312265,0.9882352941176471,0.03720326659021623,0.9707563025210084,0.03396362875044164
5,0.25,0.30000000000000004,0.9562009803921568,0.04707225614312265,0.9882352941176471,0.03720326659021623,0.9707563025210084,0.03396362875044164
7,0.25,0.30000000000000004,0.9505503955968352,0.05327419643296623,0.9882352941176471,0.024802177726810825,0.9678151260504202,0.03785981382764542
9,0.25,0.30000000000000004,0.9505503955968352,0.05327419643296623,0.9882352941176471,0.024802177726810825,0.9678151260504202,0.03785981382764542
3,0.3,0.30000000000000004,0.9562009803921568,0.04707225614312265,0.9882352941176471,0.03720326659021623,0.9707563025210084,0.03396362875044164
5,0.3,0.30000000000000004,0.9557791537667698,0.04893940696954938,0.9882352941176471,0.024802177726810825,0.9707563025210084,0.03668462667310959
7,0.3,0.30000000000000004,0.9554115067079463,0.049074917165944185,0.9823529411764705,0.03970285633591488,0.9678151260504202,0.04031872095331855
9,0.3,0.30000000000000004,0.9554115067079463,0.049074917165944185,0.9823529411764705,0.03970285633591488,0.9678151260504202,0.04031872095331855
3,0.35000000000000003,0.30000000000000004,0.9609670622635019,0.05080938535093021,0.9823529411764705,0.03970285633591488,0.970672268907563,0.04159536539940792
5,0.35000000000000003,0.30000000000000004,0.9445583935328518,0.04974699073748075,0.9823529411764705,0.03970285633591488,0.9620168067226891,0.03926527476995826
7,0.35000000000000003,0.30000000000000004,0.9554115067079463,0.049074917165944185,0.9823529411764705,0.03970285633591488,0.9678151260504202,0.04031872095331855
9,0.35000000000000003,0.30000000000000004,0.9554115067079463,0.049074917165944185,0.9823529411764705,0.03970285633591488,0.9678151260504202,0.04031872095331855
3,0.4,0.30000000000000004,0.9565277777777778,0.053775694085231696,0.9882352941176471,0.03720326659021623,0.970672268907563,0.0366838780694608
5,0.4,0.30000000000000004,0.9498968008255934,0.04650845125585552,0.9882352941176471,0.024802177726810825,0.9677310924369747,0.035221124110148064
7,0.4,0.30000000000000004,0.9512302201582388,0.05091901551643142,0.9882352941176471,0.03720326659021623,0.9678991596638655,0.035084075546361164
9,0.4,0.30000000000000004,0.9512302201582388,0.05091901551643142,0.9882352941176471,0.03720326659021623,0.9678991596638655,0.035084075546361164
