"cluster","cve","population","pct_hispanic","pct_black","pct_white","pct_poverty","pct_uninsured","pct_college","pct_foreign_born","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT","EP_ASIAN","EP_AIAN","EP_NHPI","EP_TWOMORE","EP_OTHERRACE","density"
1,0.0557449674249356,2.522317313572,-0.215475965970138,1.13288525965451,-0.699489115942154,-0.62873020587565,-0.654607434237506,2.11169206586751,1.10932082661555,0.0629633315853292,0.922661893855797,-0.838368362546211,-1.10140573924972,0.266533065848499,-1.18127993365223,0.0512225296677171,-0.0060791044717708,2.54870114322838,-1.29070995597828,-0.0871959356030909,-0.273261617930272,-0.409510624497685,-1.38888544811732,2.54967455940737,-0.233972942081296,0.14293996975675,0.400119709477033,0.765677597314916,2.90573325505105
2,-0.598521305727746,-0.154720596300621,1.40705686212498,-0.483326862148915,-1.08242224079018,0.767838799494492,0.979461546226754,-0.678549301210663,0.0384265910714941,0.116640223311514,0.108162929577843,1.21238630746277,-0.668923772688568,0.847300284332614,-0.325030655530365,0.694901942548801,1.01041715944776,-0.0897759992638466,0.0558336351944715,0.7492505896534,0.59637161025985,0.0524970849832022,0.535543730798459,-0.166139192884942,0.144903473077476,-0.150790780335178,-0.662068301508865,-0.040400235610359,-0.217474272800847
3,0.216230457733084,-0.194894098610499,-0.499891122896364,0.0658267229485593,0.471081859651753,-0.221679005107451,-0.297516182530872,0.0402931815089635,-0.125172525235108,-0.0495218276798582,-0.132350098582074,-0.365459265922755,0.358035854391914,-0.340652823719882,0.238580530414712,-0.262644737558386,-0.373840801583464,-0.221600185183884,0.108379707261053,-0.268943860252423,-0.193682140832683,0.0214962603677579,-0.0595776613076951,-0.193398225636317,-0.0303022281676419,0.041587292207362,0.205342752552641,-0.0615959077111828,-0.209979918525967
